PROVINCE,PROVINCE_C,DISTRICT,DISTRICT_C,TEHSIL,TEHSIL_C,Union Council,UC_C
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Sufaid Dheri,200679
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Suleman Khel,200680
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Takhat Abad,200681
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Urban,200682
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Urban Ar,200683
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Urmur Bala,200684
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Urmur Miana,200685
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Urmur Payan,200686
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Wad Paga,200687
Khyber Pakhtunkhwa,2,Buner,204,Pir Baba/ Gadaizi,20405,Ab Khail,200123
Khyber Pakhtunkhwa,2,Buner,204,Pir Baba/ Gadaizi,20405,Gadaizi,200124
Khyber Pakhtunkhwa,2,Buner,204,Pir Baba/ Gadaizi,20405,Mali Khel,200125
Khyber Pakhtunkhwa,2,Buner,204,Pir Baba/ Gadaizi,20405,Malikpur,200126
Khyber Pakhtunkhwa,2,Buner,204,Pir Baba/ Gadaizi,20405,Pachakilay,200127
Khyber Pakhtunkhwa,2,Shangla,220,Puran,22005,Aluch,200707
Khyber Pakhtunkhwa,2,Shangla,220,Puran,22005,Banglai,200708
Khyber Pakhtunkhwa,2,Shangla,220,Puran,22005,Bar Puran,200709
Khyber Pakhtunkhwa,2,Shangla,220,Puran,22005,Choga,200710
Khyber Pakhtunkhwa,2,Shangla,220,Puran,22005,Musa Khail,200711
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Sam Ranizai,21501,Badraga,200459
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Sam Ranizai,21501,Dargai,200460
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Sam Ranizai,21501,Ghari Usmani Khel,200461
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Sam Ranizai,21501,Hero Shah,200462
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Sam Ranizai,21501,Kharki,200463
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Sam Ranizai,21501,Kopper,200464
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Sam Ranizai,21501,Sakhkot,200465
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Sam Ranizai,21501,Sakhkot Bandajat,200466
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Sam Ranizai,21501,Warter,200467
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Baist Khel,200413
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Bakhmal Ahmadzai,200414
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Gandi Khan Khel,200415
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Kot Kashmir,200416
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Mama Khel,200417
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Mar Mandi Azim,200418
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Mash Masti Khani,200419
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Nar Abu Samand Bego Khel,200420
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Nar Sultan Muqarab,200421
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Sarai Naurang,200422
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Serai Naurang (town),200423
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Sheikh Kuly Khan,200424
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Sarai Naurang,21302,Takhti Khel,200425
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Adina,200728
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Asota,200729
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Bachai,200730
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Bam Khel,200731
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Chak Naudeh,200732
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Dagai,200733
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Gar Munara,200734
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Ismaila,200735
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Jhanda,200736
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Kalu Khan,200737
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Maniri Bala,200738
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Murghuz,200739
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Naranji,200740
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Naudeh,200741
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Pabni,200742
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Panj Pir,200743
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Parmooli,200744
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Salim Khan,200745
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Shah Mansur,200746
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Shawa,200747
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Sheikh Jana,200748
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Swabi,200749
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Tarakai,200750
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Thand Kohi,200751
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Tur Landi,200752
Khyber Pakhtunkhwa,2,Swabi,221,Swabi,22102,Zaida,200753
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Agra,200468
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Bat Khela,200469
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Dheri Alla Dand,200470
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Dheri Julgram,200471
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Khar,200472
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Kot,200473
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Palai,200474
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Pir Khel,200475
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Selai Patti,200476
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Thana Banda J,200477
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Thana Bandajat,200478
Khyber Pakhtunkhwa,2,Malakand P.a.,215,Swat Ranizai,21502,Totaken,200479
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Gujar Garhi,200580
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Hatthian,200581
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Jahangir Abad,200582
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Jalala,200583
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Kot Jongarh,200584
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Makori,200585
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Manday Baba,200586
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Mian Isa,200587
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Narai,200588
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Parkho Dheri,200589
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Pir Saddo,200590
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Saro Shah,200591
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Seri Behlol,200592
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Takar,200593
Khyber Pakhtunkhwa,2,Mardan,217,Takht Bhai,21703,Urban,200594
Khyber Pakhtunkhwa,2,Karak,210,Takht E Nasrati,21003,Ahmadabad,200306
Khyber Pakhtunkhwa,2,Karak,210,Takht E Nasrati,21003,Choukara,200307
Khyber Pakhtunkhwa,2,Karak,210,Takht E Nasrati,21003,Isak Chountra,200308
Khyber Pakhtunkhwa,2,Karak,210,Takht E Nasrati,21003,Jahangiri,200309
Khyber Pakhtunkhwa,2,Karak,210,Takht E Nasrati,21003,Mianki Banda,200310
Khyber Pakhtunkhwa,2,Karak,210,Takht E Nasrati,21003,Paloosa Sar,200311
Khyber Pakhtunkhwa,2,Karak,210,Takht E Nasrati,21003,Shenawa Gudi Khel,200312
Khyber Pakhtunkhwa,2,Karak,210,Takht E Nasrati,21003,Siraj Khel,200313
Khyber Pakhtunkhwa,2,Karak,210,Takht E Nasrati,21003,Takhat Nasrati,200314
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Aba Zai,200161
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Dakki,200162
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Gandira,200163
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Harichand,200164
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Hisara Nehri,200165
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Koz Behram Dheri,200166
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Mandani,200167
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Mirza Dher,200168
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Sher Pao,200169
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Showdag,200170
Khyber Pakhtunkhwa,2,Charsadda,205,Tangi,20502,Ziam,200171
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Ama Khel,200824
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Dabrah,200825
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Ghara Baloch,200826
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Gomal,200827
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Gul Imam,200828
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Jatataar,200829
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Mulla Zai,200830
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Pai,200831
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Ranwal,200832
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Sarangzona,200833
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Shah Alam,200834
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Tank Urban,200835
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Tatta,200836
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Utar,200837
Khyber Pakhtunkhwa,2,Tank,229,Tank,22901,Warspoon,200838
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Batakara,200754
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Gandaf,200755
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Gani Chatra,200756
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Ghabsani,200757
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Kabgani,200758
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Kalabat,200759
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Kotha,200760
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Maini,200761
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Murghuz,200762
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Pabni,200763
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Topi East,200764
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Topi West,200765
Khyber Pakhtunkhwa,2,Swabi,221,Topi,22103,Zarobi,200766
Khyber Pakhtunkhwa,2,Buner,204,Totalai,20406,Chinglai,200128
Khyber Pakhtunkhwa,2,Buner,204,Totalai,20406,Ghurghushtu,200129
Khyber Pakhtunkhwa,2,Buner,204,Totalai,20406,Sarwai,200130
Khyber Pakhtunkhwa,2,Buner,204,Totalai,20406,Totalai,200131
Khyber Pakhtunkhwa,2,Hangu,208,Tall,20802,Nayab Uc,200247
Khyber Pakhtunkhwa,2,Hangu,208,Tall,20802,Tall Uc,200249
Khyber Pakhtunkhwa,2,Hangu,208,Tall,20802,Dallan Uc,200242
Khyber Pakhtunkhwa,2,Hangu,208,Tall,20802,Karbogha Uc,200246
Khyber Pakhtunkhwa,2,Hangu,208,Tall,20802,Torawari Uc,200250
Khyber Pakhtunkhwa,2,Hangu,208,Tall,20802,Darsmand Uc,200243
Khyber Pakhtunkhwa,2,Hangu,208,Tall,20802,Doaba Tc,200244
Khyber Pakhtunkhwa,2,Hangu,208,Tall,20802,Doaba Uc,200245
Khyber Pakhtunkhwa,2,Hangu,208,Tall,20802,Tall Mc,200248
Khyber Pakhtunkhwa,2,Hangu,208,Hangu,20801,Muhammad Khawaja,200239
Khyber Pakhtunkhwa,2,Hangu,208,Hangu,20801,Kahi,200236
Khyber Pakhtunkhwa,2,Hangu,208,Hangu,20801,Kach Banda,200235
Khyber Pakhtunkhwa,2,Hangu,208,Hangu,20801,Daraband,200234
Khyber Pakhtunkhwa,2,Hangu,208,Hangu,20801,Kotki,200237
Khyber Pakhtunkhwa,2,Hangu,208,Hangu,20801,Mc,200238
Khyber Pakhtunkhwa,2,Hangu,208,Hangu,20801,Toghseri,200241
Khyber Pakhtunkhwa,2,Hangu,208,Hangu,20801,Raisan,200240
Khyber Pakhtunkhwa,2,Chitral,206,Mastuj,20602,Yarkhoon,200194
Khyber Pakhtunkhwa,2,Chitral,206,Mastuj,20602,Khot,200186
Khyber Pakhtunkhwa,2,Chitral,206,Mastuj,20602,Terich,200193
Khyber Pakhtunkhwa,2,Chitral,206,Mastuj,20602,Shagram,200192
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Shogore,200184
Khyber Pakhtunkhwa,2,Chitral,206,Mastuj,20602,Charun,200185
Khyber Pakhtunkhwa,2,Chitral,206,Mastuj,20602,Mulkoh,200190
Khyber Pakhtunkhwa,2,Chitral,206,Mastuj,20602,Kosht,200187
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Lot Koh,200181
Khyber Pakhtunkhwa,2,Chitral,206,Mastuj,20602,Laspur,200188
Khyber Pakhtunkhwa,2,Chitral,206,Mastuj,20602,Oweer,200191
Khyber Pakhtunkhwa,2,Chitral,206,Mastuj,20602,Mastuj,200189
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Karimabad,200179
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Danin,200176
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,M.c Chitral,200182
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Ayun,200174
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Broze,200175
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Sheshi Koh,200183
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Asherat,200173
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Dogdara,200846
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Arandu,200172
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Sawni,200852
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Qolundy,200851
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Taraptar,200854
Khyber Pakhtunkhwa,2,Upper Dir,230,Barawal,23001,Darikund,200840
Khyber Pakhtunkhwa,2,Upper Dir,230,Barawal,23001,Barawal,200839
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Bibiawar,200842
Khyber Pakhtunkhwa,2,Upper Dir,230,Barawal,23001,Shahikot,200841
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Palam,200850
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Jabar,200849
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Darora,200844
Khyber Pakhtunkhwa,2,Upper Dir,214,Wari,23004,Kotkai W,200864
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Sundal,200867
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Ziamdara,200458
Khyber Pakhtunkhwa,2,Lower Dir,214,Samar Bagh,21401,Maskenai,200430
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Lal Qila,200450
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Wari,200869
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Chapper,200860
Khyber Pakhtunkhwa,2,Lower Dir,214,Samar Bagh,21401,Kabat,200427
Khyber Pakhtunkhwa,2,Lower Dir,214,Samar Bagh,21401,Darangal,200426
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Akhagram,200858
Khyber Pakhtunkhwa,2,Lower Dir,214,Samar Bagh,21401,Mayar,200431
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Khal,200862
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Lajbook,200449
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Toormang,200868
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,M.c Timergara Urban,200451
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Bagh Drush Khel,200436
Khyber Pakhtunkhwa,2,Lower Dir,214,Samar Bagh,21401,Khazana,200428
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Bandagai,200438
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Asbanr,200434
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Tazagram,200457
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Noora Khel Talashshahi Khel,200454
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Noora Khel Talash,200453
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Khadagazi Abazai,200443
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Badwan Bala,200435
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Koh,200180
Khyber Pakhtunkhwa,2,Upper Dir,230,Kalkot,23003,Kalkot,200856
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Drosh 1,200177
Khyber Pakhtunkhwa,2,Chitral,206,Chitral,20601,Drosh 2,200178
Khyber Pakhtunkhwa,2,Lower Dir,214,Samar Bagh,21401,Samar Bagh,200433
Khyber Pakhtunkhwa,2,Lower Dir,230,Timergara,21402,Kotkai T,200447
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Gal Miadan,200441
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Khungai,200445
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Balam Bat,200437
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Koto,200448
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Hayaseri,200442
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Munjai,200452
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Beshigram,200439
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Kotigram,200446
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Khalshalflam,200863
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Ouch,200455
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Chakdara,200440
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Khan Pur,200444
Khyber Pakhtunkhwa,2,Lower Dir,214,Timergara,21402,Rabat,200456
Khyber Pakhtunkhwa,2,Lower Dir,214,Samar Bagh,21401,Main Kaly,200429
Khyber Pakhtunkhwa,2,Lower Dir,214,Samar Bagh,21401,Munda,200432
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Sharingal,200853
Khyber Pakhtunkhwa,2,Upper Dir,230,Kalkot,23003,Patrak,200857
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Dir Urban,200845
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Ganori,200847
Khyber Pakhtunkhwa,2,Upper Dir,230,Kalkot,23003,Barikot,200855
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Dislawar,200861
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Gwaldai,200848
Khyber Pakhtunkhwa,2,Upper Dir,230,Dir,23002,Chakianan,200843
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Nehag,200865
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Pashta,200866
Khyber Pakhtunkhwa,2,Upper Dir,230,Wari,23004,Bandi Nihag,200859
Khyber Pakhtunkhwa,2,Mansehra,216,Fr Kala Dhaka,21602,Kala Dhaka,200888
Sindh,8,Dadu,802,Dadu,80201,Allahabad,800001
Sindh,8,Dadu,802,Dadu,80201,Kalhora,800002
Sindh,8,Dadu,802,Dadu,80201,Khudabad,800003
Sindh,8,Dadu,802,Dadu,80201,Makhdoom Sahib,800004
Sindh,8,Dadu,802,Dadu,80201,Monder,800005
Sindh,8,Dadu,802,Dadu,80201,Muradabad Channa,800006
Sindh,8,Dadu,802,Dadu,80201,Pat,800007
Sindh,8,Dadu,802,Dadu,80201,Phulji Station,800008
Sindh,8,Dadu,802,Dadu,80201,Piaro Station,800009
Sindh,8,Dadu,802,Dadu,80201,Pipri,800010
Sindh,8,Dadu,802,Dadu,80201,Sial,800011
Sindh,8,Dadu,802,Johi,80202,Bahawalpur,800012
Sindh,8,Dadu,802,Johi,80202,Chhini,800013
Sindh,8,Dadu,802,Johi,80202,Drigh Bala,800014
Sindh,8,Dadu,802,Johi,80202,Kamal Khan,800015
Sindh,8,Dadu,802,Johi,80202,Pat Gul Mohammad,800016
Sindh,8,Dadu,802,Johi,80202,Phulji,800017
Sindh,8,Dadu,802,Johi,80202,Sawro,800018
Sindh,8,Dadu,802,Johi,80202,Tando Rahim Khan,800019
Sindh,8,Dadu,802,Johi,80202,Tor,800020
Sindh,8,Dadu,802,Johi,80202,Unknown12,800021
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Bughia,800022
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Burira,800023
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Butra,800024
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Chhore Qamber,800025
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Gozo,800026
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Kakar,800027
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Kandechukhi,800028
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Mitho Babar,800029
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Parya,800030
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Thalho,800031
Sindh,8,Dadu,802,Khairpur Nathan Shah,80203,Unknown13,800032
Sindh,8,Dadu,802,Mehar,80204,Baledai,800033
Sindh,8,Dadu,802,Mehar,80204,Bali Shah,800034
Sindh,8,Dadu,802,Mehar,80204,Beto,800035
Sindh,8,Dadu,802,Mehar,80204,Bothro,800036
Sindh,8,Dadu,802,Mehar,80204,Faridabad,800037
Sindh,8,Dadu,802,Mehar,80204,Gahi Mahesar,800038
Sindh,8,Dadu,802,Mehar,80204,Kazi Arif,800039
Sindh,8,Dadu,802,Mehar,80204,Khan-jo-goth,800040
Sindh,8,Dadu,802,Mehar,80204,Kolachi,800041
Sindh,8,Dadu,802,Mehar,80204,Mangwani,800042
Sindh,8,Dadu,802,Mehar,80204,Nao Goth,800043
Sindh,8,Dadu,802,Mehar,80204,Radhan,800044
Sindh,8,Dadu,802,Mehar,80204,Shah Panjo,800045
Sindh,8,Dadu,802,Mehar,80204,Thariri Muhabat,800046
Sindh,8,Ghotki,803,Daharki,80301,Berutta No 11,800047
Sindh,8,Ghotki,803,Daharki,80301,Dad Laghari No 12,800048
Sindh,8,Ghotki,803,Daharki,80301,Keenjhar No 13,800049
Sindh,8,Ghotki,803,Daharki,80301,Raharki No 09,800050
Sindh,8,Ghotki,803,Daharki,80301,Saindino Malik No 10,800051
Sindh,8,Ghotki,803,Daharki,80301,Wahi Ghoto No 21,800052
Sindh,8,Ghotki,803,Daharki,80301,Yaroo Lund No 14,800053
Sindh,8,Ghotki,803,Ghotki,80302,Adalpur No 24,800054
Sindh,8,Ghotki,803,Ghotki,80302,Bagodeho No 29,800055
Sindh,8,Ghotki,803,Ghotki,80302,Beriri No 27,800056
Sindh,8,Ghotki,803,Ghotki,80302,Ghotki,800057
Sindh,8,Ghotki,803,Ghotki,80302,Hussain Beli No 25,800058
Sindh,8,Ghotki,803,Ghotki,80302,Kadirpur No 26,800059
Sindh,8,Ghotki,803,Ghotki,80302,Khohara No 31,800060
Sindh,8,Ghotki,803,Ghotki,80302,Ruk No 30,800061
Sindh,8,Ghotki,803,Ghotki,80302,Umer Daho No 28,800062
Sindh,8,Ghotki,803,Khangarh,80303,Khanpur Mahar No 32,800063
Sindh,8,Ghotki,803,Khangarh,80303,Lohi No 34,800064
Sindh,8,Ghotki,803,Khangarh,80303,Mithree No 33,800065
Sindh,8,Ghotki,803,Mirpur Mathelo,80304,Dad Laghari No 12,800066
Sindh,8,Ghotki,803,Mirpur Mathelo,80304,Dhangro No 17,800067
Sindh,8,Ghotki,803,Mirpur Mathelo,80304,Garhi Chakar No 18,800068
Sindh,8,Ghotki,803,Mirpur Mathelo,80304,Jarwar No 19,800069
Sindh,8,Ghotki,803,Mirpur Mathelo,80304,Mir Pur Mathelo-1 No 15,800070
Sindh,8,Ghotki,803,Mirpur Mathelo,80304,Sono Pitafi No 20,800071
Sindh,8,Ghotki,803,Mirpur Mathelo,80304,Wahi Ghoto No 21,800072
Sindh,8,Ghotki,803,Ubauro,80305,Jhangal Malik (at Reti) 06,800073
Sindh,8,Ghotki,803,Ubauro,80305,Kamu Shaheed No 07,800074
Sindh,8,Ghotki,803,Ubauro,80305,Khambra No 05,800075
Sindh,8,Ghotki,803,Ubauro,80305,Langho No 02,800076
Sindh,8,Ghotki,803,Ubauro,80305,Ranwati No 04,800077
Sindh,8,Ghotki,803,Ubauro,80305,Ubauro No 01,800078
Sindh,8,Ghotki,803,Ubauro,80305,Wasti Jiwan Shah No 03,800079
Sindh,8,Hyderabad,804,Hyderabad,80401,Haji Sawan Khan Gopang,800080
Sindh,8,Hyderabad,804,Hyderabad,80401,Hatri,800081
Sindh,8,Hyderabad,804,Hyderabad,80401,Husri,800082
Sindh,8,Hyderabad,804,Hyderabad,80401,Latifabad-24,800083
