PROVINCE,PROVINCE_C,DISTRICT,DISTRICT_C,TEHSIL,TEHSIL_C,Union Council,UC_C
Khyber Pakhtunkhwa,2,Swat,222,Kabal,22205,Koz Abakhel Kabal,200796
Khyber Pakhtunkhwa,2,Swat,222,Kabal,22205,Kozabandi,200797
Khyber Pakhtunkhwa,2,Swat,222,Kabal,22205,Qalagay,200798
Khyber Pakhtunkhwa,2,Swat,222,Kabal,22205,Shahderi,200799
Khyber Pakhtunkhwa,2,Swat,222,Kabal,22205,Tal,200800
Khyber Pakhtunkhwa,2,Swat,222,Kabal,22205,Totanobandi,200801
Khyber Pakhtunkhwa,2,Swat,222,Kalam,22206,Kalam,200802
Khyber Pakhtunkhwa,2,Swat,222,Kalam,22206,Utrur,200803
Khyber Pakhtunkhwa,2,Karak,210,Karak,21002,Ghundi Mira Khan Khel,200297
Khyber Pakhtunkhwa,2,Karak,210,Karak,21002,Isak Chountra,200298
Khyber Pakhtunkhwa,2,Karak,210,Karak,21002,Jandri,200299
Khyber Pakhtunkhwa,2,Karak,210,Karak,21002,Karak (northern),200300
Khyber Pakhtunkhwa,2,Karak,210,Karak,21002,Karak (southern),200301
Khyber Pakhtunkhwa,2,Karak,210,Karak,21002,Latambar,200302
Khyber Pakhtunkhwa,2,Karak,210,Karak,21002,Mitha Khel,200303
Khyber Pakhtunkhwa,2,Karak,210,Karak,21002,Paloosa Sar,200304
Khyber Pakhtunkhwa,2,Karak,210,Karak,21002,Sabir Abad,200305
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Alo,200537
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Babozai,200538
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Dehri,200539
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Dheri,200540
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Jamal Garhi,200541
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Kati Garhi,200542
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Katlang-ii,200543
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Kharki,200544
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Kohi Barmol,200545
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Qasmi,200546
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Sawal Dher,200547
Khyber Pakhtunkhwa,2,Mardan,217,Katlang,21701,Shamozai,200548
Khyber Pakhtunkhwa,2,Swat,222,Khwazakhela,22207,Fatehpur,200804
Khyber Pakhtunkhwa,2,Swat,222,Khwazakhela,22207,Jano Chamtail,200805
Khyber Pakhtunkhwa,2,Swat,222,Khwazakhela,22207,Khwazakhela,200806
Khyber Pakhtunkhwa,2,Swat,222,Khwazakhela,22207,Kotanai,200807
Khyber Pakhtunkhwa,2,Swat,222,Khwazakhela,22207,Miandam,200808
Khyber Pakhtunkhwa,2,Swat,222,Khwazakhela,22207,Shalpeen,200809
Khyber Pakhtunkhwa,2,Swat,222,Khwazakhela,22207,Shin,200810
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Bahadur Kot,200315
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Bili Tang,200316
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Chor Laki,200317
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Dodha,200318
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Gumbat,200319
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Jarma,200320
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Kharmatu,200321
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Khushal Garh,200322
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Kohat (urban) Uc-,200323
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Mohammad Zai,200324
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Nasrat Khel,200325
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Shah Pur,200326
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Sher Kot,200327
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Sur Gul,200328
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Togh Bala,200329
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Unknown,200330
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Urban,200331
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Urban-ii,200332
Khyber Pakhtunkhwa,2,Kohat,211,Kohat,21101,Usturzai,200333
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Kulachi,20703,Hathala,200222
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Kulachi,20703,Luni,200223
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Kulachi,20703,Maddi,200224
Khyber Pakhtunkhwa,2,Kohat,211,Lachi,21102,Lachi (rural),200334
Khyber Pakhtunkhwa,2,Kohat,211,Lachi,21102,Mandoori,200335
Khyber Pakhtunkhwa,2,Kohat,211,Lachi,21102,Shakar Dara,200336
Khyber Pakhtunkhwa,2,Kohat,211,Lachi,21102,Shakardara Urban,200337
Khyber Pakhtunkhwa,2,Kohat,211,Lachi,21102,Soodal,200338
Khyber Pakhtunkhwa,2,Kohat,211,Lachi,21102,Urban,200339
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Anbar,200712
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Beka,200713
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Dhobian,200714
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Jalsai,200715
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Jehangira,200716
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Kunda,200717
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Lahoer Raporai,200718
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Lahore Porai,200719
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Mankai,200720
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Matani Changan,200721
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Sard China,200722
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Suddhar,200723
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Tordher,200724
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Yaqubi,200725
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Yar Hussain East,200726
Khyber Pakhtunkhwa,2,Swabi,221,Lahor,22101,Yar Hussain West,200727
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Aba Khel,200386
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Abdul Khel,200387
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Ahmad Khel,200388
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Bakhmal Ahmadzai,200389
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Begu Khel,200390
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Behram Khel,200391
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Dara Tang,200392
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Darka Sulman Khel,200393
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Darrah Paizo,200394
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Ghazni Khel,200395
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Isak Khel,200396
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Kaka Khel,200397
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Khero Khel Pacca,200398
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Khuidad Khel (urban),200399
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Kot Kashmir,200400
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Lakki (urban),200401
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Landi Wah,200402
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Mash Masti Khani,200403
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Masha Mansoor,200404
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Michan Khel Tal (urban),200405
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Pahar Khel Tall,200406
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Said Khel (urban),200407
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Samandi,200408
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Shahab Khel,200409
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Taja Zai,200410
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Tajori,200411
Khyber Pakhtunkhwa,2,Lakki Marwat,213,Lakki Marwat,21301,Tattar Khel Gulijan,200412
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Attar Shisha,200495
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Battal,200496
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Behali,200497
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Bheer Kund,200498
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Bhogar Mang,200499
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Chater Piain,200500
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Datta,200501
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Devli Jabbar,200502
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Dhodial,200503
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Hamsherian,200504
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Hilkot,200505
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Ichherian,200506
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Inayat Abad,200507
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Jabori,200508
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Jalloo,200509
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Labar Kot,200510
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Lassan Nawab,200511
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Lassan Thukral,200512
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Malik Pur,200513
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Mansehra Rural,200514
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Mc Mansehra,200515
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Pairan,200516
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Parhana,200517
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Phulra,200518
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Sacha Kalan,200519
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Sanda Sar,200520
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Shankiari,200521
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Shoukat Abad,200522
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Sum Elahi Mang,200523
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Swan Mera,200524
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Tarangri Sabar Shah,200525
Khyber Pakhtunkhwa,2,Mansehra,216,Mansehra,21602,Uc 39,200526
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Babiani,200549
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Bakhshali,200550
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Bala Garhi,200551
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Bazar,200552
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Chak Hoti,200553
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Chamtar,200554
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Charguli,200555
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Fatima,200556
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Garhi Daulat Zai,200557
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Garhi Ismail Zai,200558
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Garyala,200559
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Ghala Dher,200560
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Gujrat,200561
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Gumbat,200562
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Kandar,200563
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Kata Khat,200564
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Khazana Dheri,200565
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Kot Daulat Zai,200566
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Machai,200567
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Maho Dheri,200568
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Mangah,200569
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Mardan Rural,200570
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Mayar,200571
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Mohabat Abad,200572
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Mohib Banda,200573
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Palo Dheri,200574
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Rustam,200575
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Shahbaz Garhi,200576
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Shahmat Pur,200577
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Toru,200578
Khyber Pakhtunkhwa,2,Mardan,217,Mardan,21702,Urban,200579
Khyber Pakhtunkhwa,2,Shangla,220,Martung,22004,Behlool Khail,200704
Khyber Pakhtunkhwa,2,Shangla,220,Martung,22004,Hasham Khel Dab,200705
Khyber Pakhtunkhwa,2,Shangla,220,Martung,22004,Martung Khass,200706
Khyber Pakhtunkhwa,2,Swat,222,Matta Khararai,22208,Ashari,200811
Khyber Pakhtunkhwa,2,Swat,222,Matta Khararai,22208,Baydara,200812
Khyber Pakhtunkhwa,2,Swat,222,Matta Khararai,22208,Chuprial,200813
Khyber Pakhtunkhwa,2,Swat,222,Matta Khararai,22208,Darmi,200814
Khyber Pakhtunkhwa,2,Swat,222,Matta Khararai,22208,Dorishkhela,200815
Khyber Pakhtunkhwa,2,Swat,222,Matta Khararai,22208,Matta Kharari,200816
Khyber Pakhtunkhwa,2,Swat,222,Matta Khararai,22208,Sakhra,200817
Khyber Pakhtunkhwa,2,Swat,222,Matta Sebujni,22209,Arkot,200818
Khyber Pakhtunkhwa,2,Swat,222,Matta Sebujni,22209,Bartana,200819
Khyber Pakhtunkhwa,2,Swat,222,Matta Sebujni,22209,Beha,200820
Khyber Pakhtunkhwa,2,Swat,222,Matta Sebujni,22209,Gowalari,200821
Khyber Pakhtunkhwa,2,Swat,222,Matta Sebujni,22209,Pir Kalay,200822
Khyber Pakhtunkhwa,2,Swat,222,Matta Sebujni,22209,Showar,200823
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Adam Zai,200595
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Ainzari,200596
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Aza Khel Bala,200597
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Aza Khel Payan,200598
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Badrashi,200599
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Bara Banda,200600
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Dheri Katti Khel,200601
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Ganderi,200602
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Jehangira,200603
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Kabul River,200604
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Kahi,200605
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Khairabad,200606
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Khaishki Bala,200607
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Khaishki Payan,200608
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,M.c. Jehangera,200609
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Manduri,200610
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Manki Sharif,200611
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Mera Akora Khattak,200612
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Misri Banda,200613
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Mughalki,200614
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Nazampur Garu,200615
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Nowshera Cantt,200616
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Nowshera Kalan,200617
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Pahari Kati Khel,200618
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Pir Piai,200619
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Pir Sabaq,200620
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Rashaki,200621
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Zara Miana,200622
Khyber Pakhtunkhwa,2,Nowshera,218,Nowshera,21801,Ziarat Kaka Sahib,200623
Khyber Pakhtunkhwa,2,Mansehra,216,Oghi,21603,Bandi Shungli,200527
Khyber Pakhtunkhwa,2,Mansehra,216,Oghi,21603,Belian,200528
Khyber Pakhtunkhwa,2,Mansehra,216,Oghi,21603,Dar Band,200529
Khyber Pakhtunkhwa,2,Mansehra,216,Oghi,21603,Dara Shanaya,200530
Khyber Pakhtunkhwa,2,Mansehra,216,Oghi,21603,Dilbori,200531
Khyber Pakhtunkhwa,2,Mansehra,216,Oghi,21603,Karhori,200532
Khyber Pakhtunkhwa,2,Mansehra,216,Oghi,21603,Nikapani,200533
Khyber Pakhtunkhwa,2,Mansehra,216,Oghi,21603,Oghi,200534
Khyber Pakhtunkhwa,2,Mansehra,216,Oghi,21603,Shamdhara Kathai,200535
Khyber Pakhtunkhwa,2,Mansehra,216,Oghi,21603,Sher Garh,200536
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Akbar Pura (shindi Payan),200624
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Aman Kot,200625
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Balu,200626
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Banda Mohib,200627
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Chouki Mamrez,200628
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Dag Baisud,200629
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Dag Ismail Khel Chapri,200630
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Dagai,200631
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Dakhli Spin Khak,200632
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Jallo Zai,200633
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Kuderzai Khan Sher Garhi,200634
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Kurvi,200635
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Shah Kot,200636
Khyber Pakhtunkhwa,2,Nowshera,218,Pabbi,21802,Taru,200637
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Paharpur,20704,Band Korai,200225
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Paharpur,20704,Bigwani Shumali,200226
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Paharpur,20704,Bilot Sharif,200227
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Paharpur,20704,Dhap Shumali,200228
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Paharpur,20704,Kat Garh,200229
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Paharpur,20704,Kech,200230
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Paharpur,20704,Kirri Khaisore,200231
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Paharpur,20704,Kot Jai,200232
Khyber Pakhtunkhwa,2,Dera Ismail Khan,207,Paharpur,20704,Lar,200233
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Barsharyal,200359
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Bataira Bala,200360
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Batairspayeen,200361
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Khas Sari,200362
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Kolai,200363
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Kota Kot,200364
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Kuz Paro,200365
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Mada Khail,200366
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Mareen,200367
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Peach Bela,200368
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Qillah,200369
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Shaman,200370
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Shara Kot,200371
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Shared,200372
Khyber Pakhtunkhwa,2,Kohistan,212,Palas,21202,Shilken Abad,200373
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Bankhad,200374
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Chowa Dara,200375
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Dobair Bala,200376
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Dobair Khas,200377
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Dobair Pain,200378
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Jijal,200379
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Keyal,200380
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Mandraza,200381
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Pattan,200382
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Ranolia,200383
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Sagayon,200384
Khyber Pakhtunkhwa,2,Kohistan,212,Pattan,21203,Shabi Khail Dara,200385
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Achini Bala,200638
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Adezai,200639
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Aza Khel,200640
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Bada Ber Huri Zai,200641
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Bada-ber Maryam Zai,200642
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Bazid Khel,200643
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Budhni,200644
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Chaghar Matti,200645
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Cham-kani,200646
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Dag,200647
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Garhi Sher Dad,200648
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Gul Bela,200649
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Haryana Payan,200650
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Jogani,200651
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Kafoor Dheri,200652
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Kaniza,200653
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Kankola,200654
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Khatki,200655
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Khazana,200656
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Lala,200657
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Laram,200658
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Maryam Zai,200659
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Mashu-gaggar,200660
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Mathra,200661
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Mattani,200662
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Mira Kachori,200663
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Musa Zai,200664
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Nahaqi,200665
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Pajjagi,200666
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Pakha Ghulam,200667
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Palosi,200668
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Panam Dheri,200669
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Pushta Khara Payan,200670
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Regi,200671
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Sarband,200672
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Shahi Bala,200673
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Sheikh Mohammad,200674
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Sheikhan,200675
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Sher-kera,200676
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Soro Zai Bala,200677
Khyber Pakhtunkhwa,2,Peshawar,219,Peshawar,21901,Soro Zai Payan,200678
